INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,DTXCID,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
120928098,CASRN,DTXSID4040476,Fenazaquin,120928-09-8,DTXCID2020476,DMYHGDXADUDKCQ-UHFFFAOYSA-N,4-[2-(4-tert-Butylphenyl)ethoxy]quinazoline,C20H22N2O,306.409,306.173213336,387.258,376.527,0.00000479733,1.125,0.69,0.00000210378,198.427,105.84,0.139,0.00174181,42.812,127.142,0.0000043451,N/A,5.5335E-8,0.00000229087,1.7424E-11,345.288,18.6288,353.083,0.00000134721,3.53741,10.319,1942.91,5.50625,78.578,N/A,N/A,2.5535E-8,4.88729E-7
121552612,CASRN,DTXSID1032359,Cyprodinil,121552-61-2,DTXCID9012359,HAORKNGNJCEJBX-UHFFFAOYSA-N,4-Cyclopropyl-6-methyl-N-phenylpyrimidin-2-amine,C14H15N3,225.295,225.126597495,40.5509,345.205,0.00000467735,1.202,0.516,0.0000030761,183.748,124.234,0.679,0.00488652,N/A,139.61,0.0000803526,N/A,0.00000113501,0.000378443,1.64182E-11,29.8135,4.02791,348.111,2.52947E-8,0.71144,11.3192,2171.4,3.99844,76.005,N/A,N/A,0.00000366586,0.0000576269
122008859,CASRN,DTXSID1034503,Cyhalofop-butyl,122008-85-9,DTXCID9014503,TYIYMOAHACZAMQ-CQSZACIVSA-N,Butyl (2R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propanoate,C20H20FNO4,357.381,357.137636291,108.143,419.95,1.45211E-7,1.238,0.694,1.05439E-7,236.637,94.109,0.433,N/A,N/A,155.197,0.0000044978,N/A,2.15278E-8,0.00000123595,2.00704E-11,202.14,4.62586,370.238,1.05799E-8,1.31336,10.4014,8290.96,3.3108,87.5692,N/A,N/A,4.12168E-8,0.00000123292
122453730,CASRN,DTXSID9032533,4-Bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,DTXCID7012533,CWFOCCVIPCEQCK-UHFFFAOYSA-N,4-Bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,C15H11BrClF3N2O,407.62,405.969538,695.024,392.921,1.91867E-7,1.574,0.693,7.70903E-7,220.544,98.453,0.438,0.00021677,N/A,N/A,0.00000533335,N/A,5.44503E-7,0.00000184077,1.64201E-11,1655.22,4.44792,352.208,0.00000258483,0.887906,9.74805,2633.95,4.82669,100.513,N/A,N/A,4.96848E-7,2.75845E-7
122548338,CASRN,DTXSID2057946,Imazosulfuron,122548-33-8,DTXCID0031714,NAGRVUXEKKZNHT-UHFFFAOYSA-N,"2-Chloro-N-[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]imidazo[1,2-a]pyridine-3-sulfonamide",C14H13ClN6O5S,412.81,412.0356664,2.40991,N/A,N/A,N/A,0.961,N/A,N/A,226.705,N/A,N/A,N/A,N/A,N/A,N/A,3.05492E-10,0.000157761,1.29528E-11,7.64959,4.27208,304.537,1.26808E-11,0.581406,9.59078,62.0139,0.630719,176.079,N/A,N/A,3.37903E-10,0.0000162586
122836355,CASRN,DTXSID6032645,Sulfentrazone,122836-35-5,DTXCID4012645,OORLZFUTLGXMEF-UHFFFAOYSA-N,"N-{2,4-Dichloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]phenyl}methanesulfonamide",C11H10Cl2F2N4O3S,387.18,385.9818731,6.91831,N/A,0.0000271644,1.624,1.271,N/A,203.396,174.743,0.709,0.00122744,N/A,N/A,N/A,N/A,2.58821E-8,0.000125314,2.15602E-11,7.64343,5.69031,342.438,9.35139E-11,1.02083,11.0785,450.883,0.993599,122.057,N/A,N/A,9.7251E-10,0.00199162
122931480,CASRN,DTXSID1032642,Rimsulfuron,122931-48-0,DTXCID9012642,MEFOUWRMVYJCQC-UHFFFAOYSA-N,"N-[(4,6-Dimethoxypyrimidin-2-yl)carbamoyl]-3-(ethanesulfonyl)pyridine-2-sulfonamide",C14H17N5O7S2,431.44,431.056940255,0.567545,N/A,N/A,1.587,0.958,N/A,346.636,196.459,0.228,0.0106414,N/A,N/A,N/A,N/A,5.02343E-11,0.00115345,1.66936E-11,3.04552,4.27084,275.956,7.24338E-11,0.159527,9.60381,51.3595,0.290911,176.991,N/A,N/A,1.12256E-8,0.000210679
123312890,CASRN,DTXSID2032637,Pymetrozine,123312-89-0,DTXCID0012637,QHMTXANCGGJZRX-WUXMJOGZSA-N,"6-Methyl-4-{(E)-[(pyridin-3-yl)methylidene]amino}-4,5-dihydro-1,2,4-triazin-3(2H)-one",C10H11N5O,217.232,217.096359994,N/A,N/A,0.000396278,1.442,0.66,0.0000601174,163.331,200.033,0.37,0.00284446,N/A,N/A,N/A,N/A,5.03501E-7,0.00295801,1.33638E-11,2.35499,3.35529,258.797,7.22618E-7,0.361286,6.69599,77.5672,-0.17737,216.884,N/A,N/A,0.000082229,0.00131407
123343168,CASRN,DTXSID8032673,Pyrithiobac sodium,123343-16-8,DTXCID6012673,CNILNQMBAHKMFS-UHFFFAOYSA-M,"Sodium 2-chloro-6-[(4,6-dimethoxypyrimidin-2-yl)sulfanyl]benzoate",C13H10ClN2NaO4S,348.73,347.99475,N/A,437.951,N/A,1.448,0.742,N/A,250.959,177.519,0.301,N/A,N/A,N/A,N/A,N/A,N/A,0.000104713,1.06338E-11,3.31419,3.34772,332.252,4.9883E-10,1.07552,10.6883,14.2386,0.600169,247.934,N/A,N/A,0.00000112301,2.05821
124495187,CASRN,DTXSID2034881,Quinoxyfen,124495-18-7,DTXCID0014881,WRPIRSINYZBGPK-UHFFFAOYSA-N,"5,7-Dichloro-4-(4-fluorophenoxy)quinoline",C15H8Cl2FNO,308.13,306.9966974,1081.43,370.344,5.88844E-7,1.497,0.621,5.24807E-7,197.258,127,0.401,0.00321366,N/A,126.76,0.00000338065,N/A,3.20627E-7,6.18016E-7,1.10431E-11,613.86,3.54895,373.057,0.00000191717,1.08746,9.86724,6921.85,4.65989,106.759,N/A,N/A,1.4939E-7,2.37616E-7
125116236,CASRN,DTXSID4034497,Metconazole,125116-23-6,DTXCID2014497,XWPZUHJBOLQNMN-UHFFFAOYSA-N,"5-[(4-Chlorophenyl)methyl]-2,2-dimethyl-1-[(1H-1,2,4-triazol-1-yl)methyl]cyclopentan-1-ol",C17H22ClN3O,319.83,319.14514,60.3949,367.193,0.0000309742,1.285,0.624,0.0000114288,262.323,115.409,0.742,0.00957194,N/A,N/A,N/A,N/A,1.84502E-8,0.0000561048,2.33241E-11,167.819,5.30793,319.225,5.75793E-8,1.70015,11.4045,1071,3.84953,111.454,N/A,N/A,9.26737E-8,0.0000669813
125225287,CASRN,DTXSID7034674,Ipconazole,125225-28-7,DTXCID5014674,QTYCMDBMOLSEAM-UHFFFAOYSA-N,"2-[(4-Chlorophenyl)methyl]-5-(propan-2-yl)-1-[(1H-1,2,4-triazol-1-yl)methyl]cyclopentan-1-ol",C18H24ClN3O,333.86,333.1607901,74.3019,382.375,0.000025293,1.274,0.621,0.00000169044,258.819,111.632,0.795,0.00820352,N/A,N/A,N/A,N/A,1.59956E-8,0.0000346737,2.77906E-11,162.17,22.4614,319.772,5.6188E-8,2.31918,10.9862,1240.58,4.20802,89.1778,N/A,N/A,3.96404E-8,0.0000210149
125401925,CASRN,DTXSID7034383,Bispyribac-sodium,125401-92-5,DTXCID5014383,FUHMZYWBSHTEDZ-UHFFFAOYSA-M,"Sodium 2,6-bis[(4,6-dimethoxypyrimidin-2-yl)oxy]benzoate",C19H17N4NaO8,452.355,452.0944078,3.84592,507.101,0.0000181552,1.474,0.935,7.90679E-7,280.152,191.897,0.557,0.00465586,N/A,N/A,N/A,N/A,5.79429E-12,0.00000561048,1.66784E-11,16.7461,4.22752,354.458,4.12419E-10,2.45589,10.2655,865.013,-1.02702,230.864,N/A,N/A,1.38303E-10,0.140504
126535157,CASRN,DTXSID2032502,Triflusulfuron-methyl,126535-15-7,DTXCID0012502,IMEVJVISCHQJRM-UHFFFAOYSA-N,"Methyl 2-({[4-(dimethylamino)-6-(2,2,2-trifluoroethoxy)-1,3,5-triazin-2-yl]carbamoyl}sulfamoyl)-3-methylbenzoate",C17H19F3N6O6S,492.43,492.103888019,0.6223,N/A,N/A,1.631,1.069,N/A,323.844,176.398,0.192,0.00668344,N/A,N/A,N/A,N/A,1.64437E-11,0.0000171396,2.07119E-11,3.92,5.1233,281.376,1.00267E-11,1.29979,9.63148,69.1266,3.55716,171.582,N/A,N/A,1.80621E-10,0.000525746
126833178,CASRN,DTXSID3032549,Fenhexamid,126833-17-8,DTXCID1012549,VDLGAVXLJYLFDH-UHFFFAOYSA-N,"N-(2,3-Dichloro-4-hydroxyphenyl)-1-methylcyclohexane-1-carboxamide",C14H17Cl2NO2,302.2,301.0636342,44.8745,413.678,0.00000809096,1.375,0.874,0.00000123595,223.926,168.026,0.396,0.00410204,N/A,150.175,0.00000763836,103.753,3.77572E-9,0.000018281,1.69837E-11,95.8645,6.36354,333.322,1.59158E-10,0.707635,9.2171,4716.54,3.51253,221.12,N/A,N/A,3.43814E-8,0.0000666403
127277536,CASRN,DTXSID9034496,Prohexadione-calcium,127277-53-6,DTXCID001767807,SDROFNOOBSCFKF-UHFFFAOYSA-L,"Calcium 2,6-dioxo-1-propanoylcyclohexan-1-ide-4-carboxylate (1/1)",C20H20Ca2O10,500.526,500.0308286,0.369828,339.307,0.00256448,1.476,0.52,0.000319154,202.727,157.754,0.228,0.00309742,34.525,N/A,0.0000381066,N/A,0.00000380189,0.0118304,1.15026E-11,3.29004,3.54984,290.872,8.52527E-8,0.645628,8.15531,105.082,-1.95861,186.223,N/A,N/A,1.5182E-7,0.00979382
128621727,CASRN,DTXSID10869766,Carfentrazone,128621-72-7,DTXCID00817690,YHKBGVDUSSWOAB-UHFFFAOYSA-N,"2-Chloro-3-{2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]-4-fluorophenyl}propanoic acid",C13H10Cl2F3N3O3,384.14,383.0051311,2.60016,N/A,0.0000366438,1.716,1.305,N/A,262.026,161.595,N/A,N/A,N/A,N/A,N/A,N/A,2.17771E-9,0.000028119,1.18752E-11,5.09642,3.54271,329.139,5.91825E-11,1.02686,11.2015,919.299,3.35942,149.589,N/A,N/A,5.33748E-10,0.00350024
128639021,CASRN,DTXSID4032532,Carfentrazone-ethyl,128639-02-1,DTXCID2012532,MLKCGVHIFJBRCD-UHFFFAOYSA-N,"Ethyl 2-chloro-3-{2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]-4-fluorophenyl}propanoate",C15H14Cl2F3N3O3,412.19,411.0364312,9.86279,N/A,0.00000613762,1.593,1.163,N/A,235.033,135.454,0.679,0.00405509,N/A,N/A,N/A,N/A,2.58226E-8,0.0000111944,2.1611E-11,192.141,4.88739,352.496,2.23949E-9,4.52345,9.6425,1193.19,3.36057,-21.9765,N/A,N/A,1.20344E-7,0.0000536586
129558765,CASRN,DTXSID6057952,Tolfenpyrad,129558-76-5,DTXCID4031720,WPALTCMYPARVNV-UHFFFAOYSA-N,4-Chloro-3-ethyl-1-methyl-N-{[4-(4-methylphenoxy)phenyl]methyl}-1H-pyrazole-5-carboxamide,C21H22ClN3O2,383.88,383.1400547,48.7528,476.449,0.00000642688,1.266,0.505,1.81134E-7,294.873,125.478,0.046,0.00259418,N/A,N/A,N/A,N/A,1.35831E-9,0.00000156675,1.75362E-11,249.74,3.35324,363.391,2.2272E-10,0.800893,10.3366,9893.96,4.41822,188.148,N/A,N/A,1.22948E-8,2.31057E-7
129630199,CASRN,DTXSID8034871,Pyraflufen-ethyl,129630-19-9,DTXCID6014871,APTZNLHMIGJTEW-UHFFFAOYSA-N,Ethyl {2-chloro-5-[4-chloro-5-(difluoromethoxy)-1-methyl-1H-pyrazol-3-yl]-4-fluorophenoxy}acetate,C15H13Cl2F3N2O4,413.17,412.0204468,202.302,425.755,0.00000273527,1.499,0.719,1.49624E-7,255.25,80.285,0.438,0.000866962,N/A,N/A,N/A,N/A,1.93642E-8,0.00000164059,1.39061E-11,56.9608,5.13705,358.83,9.38705E-9,4.60453,10.1728,478.81,3.49081,68.9291,N/A,N/A,4.5392E-7,2.00735E-7
129909906,CASRN,DTXSID3034329,Amicarbazone,129909-90-6,DTXCID1014329,ORFPWVRKFLOQHK-UHFFFAOYSA-N,"4-Amino-N-tert-butyl-5-oxo-3-(propan-2-yl)-4,5-dihydro-1H-1,2,4-triazole-1-carboxamide",C10H19N5O2,241.295,241.153874872,N/A,N/A,0.0000682339,1.164,0.873,N/A,201.865,160.992,0.417,0.00592925,N/A,N/A,N/A,N/A,N/A,0.0124451,1.83603E-11,2.64233,4.28636,302.751,3.36184E-9,0.18032,8.12006,32.7591,1.51445,258.581,N/A,N/A,8.61677E-7,0.0191579
131341861,CASRN,DTXSID2032398,Fludioxonil,131341-86-1,DTXCID0012398,MUJOIMFVNIBMKC-UHFFFAOYSA-N,"4-(2,2-Difluoro-2H-1,3-benzodioxol-4-yl)-1H-pyrrole-3-carbonitrile",C12H6F2N2O2,248.189,248.039733767,45.1856,407.977,5.54626E-7,1.309,1.069,0.000003155,200.525,154.58,0.754,0.000270396,N/A,N/A,N/A,N/A,3.58922E-8,0.0000263027,1.3897E-11,8.9758,3.54425,350.567,4.52502E-9,0.574523,9.89571,2639.59,4.11566,199.674,N/A,N/A,2.94235E-9,0.00000691053
131807573,CASRN,DTXSID8034588,Famoxadone,131807-57-3,DTXCID6014588,PCCSBWNGDMYFCW-UHFFFAOYSA-N,"3-Anilino-5-methyl-5-(4-phenoxyphenyl)-1,3-oxazolidine-2,4-dione",C22H18N2O4,374.396,374.126657068,38.5478,N/A,1.99526E-7,1.34,0.803,1.32739E-7,276.007,199.419,0.201,0.00385478,N/A,N/A,N/A,N/A,1.30017E-10,0.00000161436,1.38079E-11,83.3131,3.55092,408.666,2.16139E-9,0.456924,10.2599,5290.83,4.64939,140.965,N/A,N/A,4.81928E-9,2.02751E-7
131860338,CASRN,DTXSID0032520,Azoxystrobin,131860-33-8,DTXCID8012520,WFDXOXNFNRHQEC-GHRIWEEISA-N,Methyl (2E)-2-(2-{[6-(2-cyanophenoxy)pyrimidin-4-yl]oxy}phenyl)-3-methoxyprop-2-enoate,C22H17N3O5,403.394,403.116820659,N/A,474.033,9.2045E-7,1.341,0.961,4.21697E-7,269.559,121.192,0.199,0.00105196,N/A,N/A,0.0000512861,N/A,9.4189E-11,0.00000153815,1.68071E-11,12.6901,5.68791,359.044,3.38183E-9,2.3119,11.6865,5514.34,2.50285,115.99,N/A,N/A,8.33097E-13,0.0000156743
131983727,CASRN,DTXSID0032655,Triticonazole,131983-72-7,DTXCID8012655,PPDBOQMNKNNODG-UHFFFAOYSA-N,"5-[(4-Chlorophenyl)methylidene]-2,2-dimethyl-1-[(1H-1,2,4-triazol-1-yl)methyl]cyclopentan-1-ol",C17H20ClN3O,317.82,317.12949,85.5067,373.831,0.0000237137,1.307,0.597,0.00000202302,268.433,135.887,0.543,N/A,N/A,N/A,N/A,N/A,9.88553E-9,0.000014388,2.98292E-11,102.223,5.24696,319.575,2.93292E-10,3.49166,11.3278,1459.84,3.29296,139.795,N/A,N/A,3.13515E-7,0.000101682
134098616,CASRN,DTXSID7032557,Fenpyroximate,134098-61-6,DTXCID0012550,YYJNOYZRYGDPNH-MFKUBSTISA-N,"tert-Butyl 4-[({(E)-[(1,3-dimethyl-5-phenoxy-1H-pyrazol-4-yl)methylidene]amino}oxy)methyl]benzoate",C24H27N3O4,421.497,421.200156361,N/A,N/A,N/A,N/A,0.604,N/A,N/A,N/A,0.136,0.00064121,N/A,N/A,N/A,N/A,2.22844E-8,N/A,1.7413E-11,129.729,4.25601,353.084,8.15127E-8,3.56578,11.737,69821.1,5.00847,102.069,N/A,N/A,5.61295E-8,4.38199E-8
134605644,CASRN,DTXSID9034365,Butafenacil,134605-64-4,DTXCID7014365,JEDYYFXHPAIBGR-UHFFFAOYSA-N,"2-Methyl-1-oxo-1-[(prop-2-en-1-yl)oxy]propan-2-yl 2-chloro-5-[3-methyl-2,6-dioxo-4-(trifluoromethyl)-3,6-dihydropyrimidin-1(2H)-yl]benzoate",C20H18ClF3N2O6,474.82,474.0805485,8.18465,505.35,9.4189E-7,1.476,1.204,4.32514E-7,304.329,115.958,0.276,0.00034914,N/A,N/A,N/A,N/A,2.39332E-9,0.00000161065,8.56262E-11,5.63333,5.13309,358.555,1.92137E-8,8.50716,11.6851,129.654,4.14733,62.8218,N/A,N/A,3.90326E-8,0.0000210009
135158542,CASRN,DTXSID1032519,Acibenzolar-S-methyl,135158-54-2,DTXCID9012519,UELITFHSCLAHKR-UHFFFAOYSA-N,"S-Methyl 1,2,3-benzothiadiazole-7-carbothioate",C8H6N2OS2,210.27,209.992155169,N/A,N/A,N/A,1.398,0.647,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.61645E-11,9.25678,3.18068,267.018,7.67743E-7,0.0798104,6.71771,946.203,3.09751,132.884,N/A,N/A,0.00000328778,0.0000366018
135410207,CASRN,DTXSID0034300,Acetamiprid,135410-20-7,DTXCID7032422,WCXDHFDTOYPNIE-RIYZIHGNSA-N,(1E)-N-[(6-Chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide,C10H11ClN4,222.68,222.0672241,N/A,N/A,0.0000381944,1.063,0.6,N/A,109.396,91.56,0.819,0.00283139,N/A,N/A,N/A,N/A,N/A,0.0494311,8.45362E-12,14.029,4.64121,314.331,3.39935E-9,0.798824,6.87615,120.043,1.83414,98.921,N/A,N/A,0.0000919567,0.0169313
138261413,CASRN,DTXSID5032442,Imidacloprid,138261-41-3,DTXCID3012442,YWTYJOPNNQFBPC-UHFFFAOYSA-N,N-{(2E)-1-[(6-Chloropyridin-3-yl)methyl]imidazolidin-2-ylidene}nitramide,C9H10ClN5O2,255.66,255.0523023,N/A,N/A,N/A,1.597,0.805,N/A,210.485,162.027,0.912,0.00121619,N/A,N/A,N/A,N/A,N/A,0.00205589,1.31284E-11,14.9739,3.54366,322.948,1.9275E-10,0.0983106,8.83353,114.092,0.573492,144.038,N/A,N/A,4.35961E-9,0.00237766
139968493,CASRN,DTXSID6040373,Metaflumizone,139968-49-3,DTXCID60196514,MIFOMMKAVSCNKQ-UHFFFAOYSA-N,2-{2-(4-Cyanophenyl)-1-[3-(trifluoromethyl)phenyl]ethylidene}-N-[4-(trifluoromethoxy)phenyl]hydrazine-1-carboxamide,C24H16F6N4O2,506.408,506.117744749,44.157,479.811,1.2942E-7,1.53,1.217,2.25944E-8,309.161,195.024,0.359,0.00187068,N/A,N/A,N/A,N/A,1.06905E-10,3.76704E-8,1.38247E-11,328.551,3.55147,346.071,5.04898E-8,5.07599,10.3163,167265,6.22634,155.695,N/A,N/A,1.31639E-8,6.70746E-8
141517217,CASRN,DTXSID4032580,Trifloxystrobin,141517-21-7,DTXCID501509092,ONCZDRURRATYFI-TVJDWZFNSA-N,Methyl (2E)-(methoxyimino)[2-({[(E)-{1-[3-(trifluoromethyl)phenyl]ethylidene}amino]oxy}methyl)phenyl]acetate,C20H19F3N2O4,408.377,408.129691589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
141776321,CASRN,DTXSID4034940,Sulfosulfuron,141776-32-1,DTXCID2014940,RBSXHDIPCIWOMG-UHFFFAOYSA-N,"N-[(4,6-Dimethoxypyrimidin-2-yl)carbamoyl]-2-(ethanesulfonyl)imidazo[1,2-a]pyridine-3-sulfonamide",C16H18N6O7S2,470.48,470.067839292,0.32434,N/A,N/A,N/A,0.923,N/A,N/A,251.756,N/A,N/A,N/A,N/A,N/A,N/A,2.09894E-10,0.000054325,1.61913E-11,3.10548,4.7292,282.276,1.0605E-11,0.512732,9.70562,38.9006,0.985445,201.378,N/A,N/A,3.19897E-10,0.000364217
142459583,CASRN,DTXSID2032552,Flufenacet,142459-58-3,DTXCID0012552,IANUJLZYFUDJIH-UHFFFAOYSA-N,"N-(4-Fluorophenyl)-N-(propan-2-yl)-2-{[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]oxy}acetamide",C14H13F4N3O2S,363.33,363.066460497,51.9996,362.085,0.0000118304,1.491,0.742,N/A,222.939,74.634,0.556,0.00399945,N/A,N/A,N/A,N/A,1.50661E-7,0.0000363915,1.387E-11,10.9572,3.54132,350.458,8.12534E-9,0.528039,9.29082,1766.01,3.19999,76.0423,N/A,N/A,6.76087E-7,0.000153939
143390890,CASRN,DTXSID2032558,Kresoxim-methyl,143390-89-0,DTXCID0012558,ZOTBXTZVPHCKPN-HTXNQAPBSA-N,Methyl (2E)-(methoxyimino){2-[(2-methylphenoxy)methyl]phenyl}acetate,C18H19NO4,313.353,313.131408096,75.3356,N/A,0.00000244343,N/A,0.739,N/A,N/A,69.595,0.239,0.00835603,42.614,N/A,N/A,N/A,0.00000302691,0.0000860994,1.38045E-11,336.49,4.48826,364.242,1.93869E-8,0.349303,9.42617,1244.76,3.39857,98.9114,N/A,N/A,1.73859E-8,0.00000638691
144171619,CASRN,DTXSID3040801,(+/-)-Indoxacarb,144171-61-9,DTXCID1020801,VBCVPMMZEGZULK-UHFFFAOYSA-N,"Methyl 7-chloro-2-{(methoxycarbonyl)[4-(trifluoromethoxy)phenyl]carbamoyl}-2,5-dihydroindeno[1,2-e][1,3,4]oxadiazine-4a(3H)-carboxylate",C22H17ClF3N3O7,527.84,527.0707121,36.7282,N/A,8.3946E-8,1.618,1.1,1.10662E-7,314.755,175.035,0.589,0.00077983,N/A,N/A,N/A,N/A,8.99498E-11,0.00000210863,2.07586E-11,4.58268,5.69196,349.973,2.1634E-8,6.27325,11.6823,4317.56,4.64653,140.45,N/A,N/A,2.3547E-10,3.82816E-7
144550367,CASRN,DTXSID2034673,Iodosulfuron methyl ester sodium salt,144550-36-7,DTXCID0014673,JUJFQMPKBJPSFZ-UHFFFAOYSA-M,"Sodium [5-iodo-2-(methoxycarbonyl)benzene-1-sulfonyl][(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]azanide",C14H13IN5NaO6S,529.24,528.95289,0.803526,N/A,N/A,1.932,0.998,N/A,325.432,208.452,N/A,N/A,N/A,N/A,N/A,N/A,2.73527E-12,0.000548277,1.76607E-11,3.51252,4.73647,265.004,9.56253E-12,0.159128,9.62766,54.5368,1.88119,175.71,N/A,N/A,2.05787E-10,0.0461674
145701219,CASRN,DTXSID4034528,Diclosulam,145701-21-9,DTXCID2014528,QNXAVFXEJCPCJO-UHFFFAOYSA-N,"N-(2,6-Dichlorophenyl)-5-ethoxy-7-fluoro[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonamide",C13H10Cl2FN5O3S,406.21,404.9865439,14.4544,N/A,N/A,N/A,0.859,N/A,N/A,232.348,N/A,N/A,N/A,N/A,N/A,N/A,3.45144E-10,0.0000172584,1.39223E-11,17.7888,5.68686,328.155,5.30841E-10,1.62568,10.3612,170.531,2.5203,202.82,N/A,N/A,1.06983E-10,0.0000156607
145701231,CASRN,DTXSID7044340,Florasulam,145701-23-1,DTXCID5024340,QZXATCCPQKOEIH-UHFFFAOYSA-N,"N-(2,6-Difluorophenyl)-8-fluoro-5-methoxy[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonamide",C12H8F3N5O3S,359.28,359.029994801,3.94457,N/A,N/A,N/A,0.808,N/A,N/A,217.042,N/A,N/A,N/A,N/A,N/A,N/A,6.60693E-10,0.0000907821,9.33176E-12,2.62183,4.2807,305.27,1.66749E-10,1.13282,10.7374,130.217,1.51221,202.806,N/A,N/A,5.68172E-10,0.0176784
147150354,CASRN,DTXSID8034372,Cloransulam-methyl,147150-35-4,DTXCID6014372,BIKACRYIQSLICJ-UHFFFAOYSA-N,"Methyl 3-chloro-2-[(5-ethoxy-7-fluoro[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonyl)amino]benzoate",C15H13ClFN5O5S,429.81,429.0309956,3.31131,N/A,N/A,N/A,0.861,N/A,N/A,220.63,N/A,N/A,N/A,N/A,N/A,N/A,3.21366E-10,0.0000233346,1.65231E-11,7.09438,4.73724,327.48,1.22118E-11,1.17617,10.2953,43.2871,1.63923,216.987,N/A,N/A,3.77301E-11,0.0000846243
148477718,CASRN,DTXSID6034928,Spirodiclofen,148477-71-8,DTXCID201334167,DTDSAWVUFPGDMX-UHFFFAOYSA-N,"3-(2,4-Dichlorophenyl)-2-oxo-1-oxaspiro[4.5]dec-3-en-4-yl 2,2-dimethylbutanoate",C21H24Cl2O4,411.32,410.1051647,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.29746E-11,294.021,3.3619,389.59,1.27172E-8,1.29859,11.6984,17839.2,4.65223,105.572,N/A,N/A,1.57226E-8,1.21682E-7
149877418,CASRN,DTXSID5032525,Bifenazate,149877-41-8,DTXCID3012525,VHLKTXFWDRXILV-UHFFFAOYSA-N,"Propan-2-yl 2-(4-methoxy[1,1'-biphenyl]-3-yl)hydrazine-1-carboxylate",C17H20N2O3,300.358,300.147392512,36.6438,378.503,0.00000897429,1.188,0.615,0.0000057544,190.087,143.155,0.751,0.00659174,N/A,N/A,0.00000952796,N/A,5.29663E-8,0.0000263633,1.70067E-11,46.4627,3.53994,306.757,7.13473E-10,0.215005,9.23541,1746.67,3.16535,122.032,N/A,N/A,7.43676E-8,0.00000933241
