INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10007-85-9,CASRN,DTXSID8034370,"2-Methoxy-3,6-dichlorobenzoic acid potassium salt",DTXCID6014370,10007-85-9,RVJMEWSAFHIEJX-UHFFFAOYSA-M,"Potassium 3,6-dichloro-2-methoxybenzoate",C8H5Cl2KO3,259.12,257.9252809,4.12098,314.148,0.00011246,1.483,0.447,0.00011722,152.594,137.083,0.143,0.00358096,N/A,N/A,0.00165196,N/A,2.47742E-05,0.00736207,4.84574E-12,3.37742,3.52026,301.331,2.49008E-09,0.256173,8.67575,31.7015,-0.988231,158.574,N/A,N/A,3.33003E-05,0.0684572
55871-02-8,CASRN,DTXSID4034368,"2-Propanamine, 3,6-dichloro-2-methoxybenzoate",DTXCID2014368,55871-02-8,DLUOWQZURZVAEN-UHFFFAOYSA-N,"3,6-Dichloro-2-methoxybenzoic acid--propan-2-amine (1/1)",C11H15Cl2NO3,280.15,279.0428987,4.12098,314.148,0.00011246,1.483,0.447,0.00011722,152.594,137.083,0.143,0.00358096,N/A,N/A,0.00165196,N/A,2.47742E-05,0.00736207,4.84574E-12,3.37742,3.52026,301.331,2.49008E-09,0.256173,8.67575,31.7015,1.55098,122.908,N/A,N/A,3.33003E-05,0.0684572
8068-77-7,CASRN,DTXSID50896758,"Dicamba with 2,4-D",N/A,8068-77-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8073-53-8,CASRN,DTXSID70109110,"Dicamba mixt. with 2,4-D and silvex",N/A,8073-53-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53404-29-8,CASRN,DTXSID8058407,"Dicamba, triethanolamine salt",DTXCID1032147,53404-29-8,ZMLZTMPXQOOCNI-UHFFFAOYSA-N,"3,6-Dichloro-2-methoxybenzoic acid--2,2',2''-nitrilotri(ethan-1-ol) (1/1)",C14H21Cl2NO6,370.22,369.0745928,4.12098,314.148,0.00011246,1.483,0.447,0.00011722,152.594,137.083,0.143,0.00358096,N/A,N/A,0.00165196,N/A,2.47742E-05,0.00736207,4.84574E-12,3.37742,3.52026,301.331,2.49008E-09,0.256173,8.67575,31.7015,0.791478,159.778,N/A,N/A,3.33003E-05,0.0684572
109293972,CASRN,DTXSID8034538,Diflufenzopyr,DTXCID50810393,109293-97-2,IRJQWZWMQCVOLA-UHFFFAOYSA-N,"2-(1-{2-[(3,5-Difluorophenyl)carbamoyl]hydrazinylidene}ethyl)pyridine-3-carboxylic acid",C15H12F2N4O3,334.283,334.087746588,3.7325,437.099,1.64059E-05,1.466,0.84,N/A,303.542,236.171,0.52,0.00529663,N/A,N/A,N/A,N/A,2.55859E-12,2.26986E-06,1.65309E-11,4.8892,3.53428,276.847,7.52402E-10,0.171062,9.30135,588.49,2.50686,217.094,N/A,N/A,7.62638E-11,0.0018126
109293-98-3,CASRN,DTXSID9032375,Diflufenzopyr-sodium,DTXCID801520491,109293-98-3,JUNDBKFAZXZKRA-UHFFFAOYSA-M,"Sodium 2-(1-{2-[(3,5-difluorophenyl)carbamoyl]hydrazinylidene}ethyl)pyridine-3-carboxylate",C15H11F2N4NaO3,356.265,356.06969084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
87674688,CASRN,DTXSID4032376,Dimethenamid,DTXCID2012376,87674-68-8,JLYFCTQDENRSOL-UHFFFAOYSA-N,"2-Chloro-N-(2,4-dimethylthiophen-3-yl)-N-(1-methoxypropan-2-yl)acetamide",C12H18ClNO2S,275.79,275.0746777,17.8238,337.241,0.000151705,1.234,0.711,N/A,165.954,65.396,0.443,N/A,N/A,N/A,3.60579E-05,48.0839,1.07647E-05,0.000765597,1.16888E-11,62.9913,3.34898,294.311,8.11339E-08,0.195804,8.64846,236.886,2.14996,1.51238,N/A,N/A,0.000272089,0.00453606
163515-14-8,CASRN,DTXSID2034542,Dimethenamid-P,DTXCID0014542,163515-14-8,JLYFCTQDENRSOL-VIFPVBQESA-N,"2-Chloro-N-(2,4-dimethylthiophen-3-yl)-N-[(2S)-1-methoxypropan-2-yl]acetamide",C12H18ClNO2S,275.79,275.0746777,17.8238,337.241,0.000151705,1.234,0.711,N/A,165.954,65.396,0.443,N/A,N/A,N/A,3.60579E-05,48.0839,2.55859E-05,0.00145881,1.16888E-11,62.9913,3.34898,294.311,8.11339E-08,0.195804,8.64846,236.886,2.14996,1.51238,N/A,N/A,0.000272089,0.00453606
15132044,CASRN,DTXSID60164758,"Arsinic acid, dimethyl-, ion(1-)",DTXCID9087249,15132-04-4,OGGXGZAMXPVRFZ-UHFFFAOYSA-M,Dimethylarsinate,C2H6AsO2,136.99,136.958923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75-60-5,CASRN,DTXSID7020508,Dimethylarsinic acid,DTXCID90508,75-60-5,OGGXGZAMXPVRFZ-UHFFFAOYSA-N,Dimethylarsinic acid,C2H7AsO2,137.998,137.966199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
124-65-2,CASRN,DTXSID3034408,"Cacodylic acid, sodium salt",DTXCID1014408,124-65-2,IHQKEDIOMGYHEB-UHFFFAOYSA-M,Sodium dimethylarsinate,C2H6AsNaO2,159.979,159.948144,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69484-14-6,CASRN,DTXSID00897114,Triethanolamine cacodylate,DTXCID401326544,69484-14-6,FADJZBJEXIWIRC-UHFFFAOYSA-N,"Dimethylarsinic acid--2,2',2''-nitrilotri(ethan-1-ol) (1/1)",C8H22AsNO5,287.188,287.071393,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
330541,CASRN,DTXSID0020446,Diuron,DTXCID00446,330-54-1,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,"N'-(3,4-Dichlorophenyl)-N,N-dimethylurea",C9H10Cl2N2O,233.09,232.0170184,22.9087,298.055,1.78649E-05,1.366,0.759,8.41395E-05,157.137,140.46,0.027,0.00470977,N/A,N/A,N/A,13.1826,8.27942E-07,0.00027227,1.2044E-11,14.1888,4.50986,323.021,1.52783E-09,0.0356043,9.95684,250.231,2.6782,157.942,N/A,N/A,6.91869E-08,0.000173803
,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
330-55-2,CASRN,DTXSID2024163,Linuron,DTXCID604163,330-55-2,XKJMBINCVNINCA-UHFFFAOYSA-N,"N'-(3,4-Dichlorophenyl)-N-methoxy-N-methylurea",C9H10Cl2N2O2,249.09,248.011933,N/A,304.222,N/A,1.412,0.569,N/A,N/A,100.995,0.605,0.00564937,N/A,N/A,N/A,N/A,6.79204E-07,0.000829851,1.01719E-11,17.9046,3.53073,323.046,1.11731E-09,0.107149,9.92762,499.316,3.19781,93.0319,N/A,N/A,1.44787E-06,0.000289987
759944,CASRN,DTXSID1024091,EPTC,DTXCID504091,759-94-4,GUVLYNGULCJVDO-UHFFFAOYSA-N,S-Ethyl dipropylcarbamothioate,C9H19NOS,189.32,189.11873541,14.6893,N/A,3.02691E-05,0.975,0.59,N/A,106.866,7.836,0.356,0.00487529,N/A,N/A,N/A,N/A,0.011508,0.00174582,3.17959E-11,23.7773,4.62751,215.905,2.89153E-07,0.0695576,6.9062,239.641,3.2102,0.371881,N/A,N/A,0.0239796,0.00196959
65109-70-8,CASRN,DTXSID60897357,S-Ethyl (3-hydroxypropyl)propylcarbamothioate,DTXCID401326720,65109-70-8,POBUMQLICBZJDB-UHFFFAOYSA-N,S-Ethyl (3-hydroxypropyl)propylcarbamothioate,C9H19NO2S,205.32,205.11365003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.08593E-11,3.35463,3.53678,271.578,3.04278E-10,0.160246,8.63839,278.492,1.52506,66.8031,N/A,N/A,9.17176E-05,0.0853
65109-71-9,CASRN,DTXSID20897358,S-(2-Hydroxyethyl) dipropylcarbamothioate,DTXCID101326721,65109-71-9,HZZUYOAQWOGCDO-UHFFFAOYSA-N,S-(2-Hydroxyethyl) dipropylcarbamothioate,C9H19NO2S,205.32,205.11365003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.07868E-11,3.40548,3.53126,271.578,1.17853E-09,0.15646,8.63839,233.886,1.30991,50.3677,N/A,N/A,9.15613E-05,0.0838065
65109-69-5,CASRN,DTXSID90793898,S-Ethyl (2-hydroxypropyl)propylcarbamothioate,DTXCID50914885,65109-69-5,XNFHBDFEWMILFR-UHFFFAOYSA-N,S-Ethyl (2-hydroxypropyl)propylcarbamothioate,C9H19NO2S,205.32,205.11365003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.08863E-11,2.98675,3.5113,271.556,1.69757E-09,0.100402,9.12508,96.9981,1.84916,50.0222,N/A,N/A,0.000256823,0.086217
55283686,CASRN,DTXSID8032386,Ethalfluralin,DTXCID6012386,55283-68-6,PTFJIKYUEPWBMS-UHFFFAOYSA-N,"N-Ethyl-N-(2-methylprop-2-en-1-yl)-2,6-dinitro-4-(trifluoromethyl)aniline",C13H14F3N3O4,333.267,333.093640432,184.502,350.199,2.83139E-06,1.382,1.214,3.25087E-07,161.973,61.948,0.628,0.0147571,N/A,N/A,1.07895E-05,N/A,3.79315E-06,2.33884E-06,4.81846E-11,199.042,3.54005,350.902,1.91713E-07,1.27239,7.54802,3992.48,5.11043,55.4805,N/A,N/A,8.73343E-05,2.71979E-07
95617097,CASRN,DTXSID5058224,Fenoxaprop,DTXCID8031992,95617-09-7,MPPOHAUSNPTFAJ-UHFFFAOYSA-N,"2-{4-[(6-Chloro-1,3-benzoxazol-2-yl)oxy]phenoxy}propanoic acid",C16H12ClNO5,333.72,333.0404002,64.2688,424.951,3.78443E-06,1.418,0.902,6.39735E-07,245.704,153.399,0.138,0.0041115,N/A,N/A,1.03753E-05,N/A,9.88553E-10,1.81552E-05,1.71237E-11,3.60713,3.54559,321.625,3.19851E-09,1.76593,10.6423,1354.88,3.56424,158.011,N/A,N/A,1.34052E-06,0.0118534
71283-80-2,CASRN,DTXSID2034598,Fenoxaprop-P-ethyl,DTXCID0014598,71283-80-2,PQKBPHSEKWERTG-LLVKDONJSA-N,"Ethyl (2R)-2-{4-[(6-chloro-1,3-benzoxazol-2-yl)oxy]phenoxy}propanoate",C18H16ClNO5,361.78,361.0717003,230.675,410.341,8.12831E-07,1.337,0.744,4.9204E-07,220.576,113.589,0.158,0.00548277,N/A,N/A,4.3451E-06,N/A,5.59758E-09,3.6141E-06,1.72517E-11,174.804,5.14987,389.747,1.42678E-07,0.871904,11.5299,9511.02,4.57892,86.1674,N/A,N/A,2.9893E-08,2.46476E-06
66441-23-4,CASRN,DTXSID2032392,Fenoxaprop-ethyl,DTXCID0012392,66441-23-4,PQKBPHSEKWERTG-UHFFFAOYSA-N,"Ethyl 2-{4-[(6-chloro-1,3-benzoxazol-2-yl)oxy]phenoxy}propanoate",C18H16ClNO5,361.78,361.0717003,230.675,410.341,8.12831E-07,1.337,0.744,2.34423E-07,220.576,113.589,0.158,0.00342768,N/A,N/A,4.3451E-06,N/A,5.42001E-09,3.40408E-06,1.72517E-11,174.804,5.14987,389.747,1.42678E-07,0.871904,11.5299,9511.02,4.57892,86.1674,N/A,N/A,2.9893E-08,2.46476E-06
69335917,CASRN,DTXSID3058163,Fluazifop,DTXCID9031931,69335-91-7,YUVKUEAFAVKILW-UHFFFAOYSA-N,2-(4-{[5-(Trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoic acid,C15H12F3NO4,327.259,327.071842359,17.1396,354.536,1.64059E-05,1.415,1.004,2.10863E-06,233.577,84.518,0.054,N/A,N/A,N/A,N/A,N/A,9.07821E-08,1.87932E-05,1.05211E-11,3.75041,3.54854,326.544,8.34892E-09,0.427486,10.0243,724.103,3.18152,149.02,N/A,N/A,1.76856E-08,0.000123304
69806-50-4,CASRN,DTXSID3034612,Fluazifop-butyl,DTXCID1014612,69806-50-4,VAIZTNZGPYBOGF-UHFFFAOYSA-N,Butyl 2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate,C19H20F3NO4,383.367,383.134442617,158.855,382.169,1.93642E-06,1.325,0.869,4.35512E-07,218.802,36.781,0.24,0.00476431,N/A,N/A,N/A,N/A,3.94457E-07,4.31519E-06,1.3344E-11,46.8316,5.13994,354.083,3.50408E-08,3.50237,9.86272,4174.76,4.49985,9.15205,N/A,N/A,4.12361E-07,2.76181E-06
79241-46-6,CASRN,DTXSID0034855,Fluazifop-P-butyl,DTXCID8014855,79241-46-6,VAIZTNZGPYBOGF-CYBMUJFWSA-N,Butyl (2R)-2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate,C19H20F3NO4,383.367,383.134442617,158.855,382.169,1.93642E-06,1.325,0.869,4.35512E-07,218.802,37.67,0.24,0.00481948,N/A,N/A,N/A,N/A,3.94457E-07,3.99945E-06,1.3344E-11,46.8316,5.13994,354.083,3.50408E-08,3.50237,9.86272,4174.76,4.49985,9.15205,N/A,N/A,4.12361E-07,2.76181E-06
142459583,CASRN,DTXSID2032552,Flufenacet,DTXCID0012552,142459-58-3,IANUJLZYFUDJIH-UHFFFAOYSA-N,"N-(4-Fluorophenyl)-N-(propan-2-yl)-2-{[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]oxy}acetamide",C14H13F4N3O2S,363.33,363.066460497,51.9996,362.085,1.18304E-05,1.491,0.742,N/A,222.939,74.634,0.556,0.00399945,N/A,N/A,N/A,N/A,1.50661E-07,3.63915E-05,1.387E-11,10.9572,3.54132,350.458,8.12534E-09,0.528039,9.29082,1766.01,3.19999,76.0423,N/A,N/A,6.76087E-07,0.000153939
98967409,CASRN,DTXSID4032615,Flumetsulam,DTXCID2012615,98967-40-9,RXCPQSJAVKGONC-UHFFFAOYSA-N,"N-(2,6-Difluorophenyl)-5-methyl[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",C12H9F2N5O2S,325.29,325.04450205,5.98412,N/A,N/A,N/A,0.736,N/A,N/A,222.981,N/A,N/A,N/A,N/A,N/A,N/A,1.39959E-09,0.000108893,1.37818E-11,2.52379,4.29121,305.611,5.69987E-08,1.02286,10.8992,28.2563,1.60967,251.935,N/A,N/A,2.80193E-12,0.00161527
87547044,CASRN,DTXSID50236453,"[2-Chloro-5-(1,3-dioxo-1,3,4,5,6,7-hexahydroisoindol-2-yl)-4-fluorophenoxy]acetic acid",DTXCID50158944,87547-04-4,GQQIAHNFBAFBCS-UHFFFAOYSA-N,"[2-Chloro-5-(1,3-dioxo-1,3,4,5,6,7-hexahydro-2H-isoindol-2-yl)-4-fluorophenoxy]acetic acid",C16H13ClFNO5,353.73,353.0466284,6.0256,489.585,1.81134E-05,1.53,1.124,5.08159E-07,328.331,186.169,0.699,0.00300608,N/A,143.626,N/A,N/A,4.83059E-10,1.75388E-05,2.52215E-11,2.78778,3.54408,322.029,1.01438E-10,1.1728,10.3611,857.144,2.92581,156.642,N/A,N/A,1.26996E-08,3.83874E-05
103361097,CASRN,DTXSID7032555,Flumioxazin,DTXCID5012555,103361-09-7,FOUWCSDKDDHKQP-UHFFFAOYSA-N,"2-[7-Fluoro-3-oxo-4-(prop-2-yn-1-yl)-3,4-dihydro-2H-1,4-benzoxazin-6-yl]-4,5,6,7-tetrahydro-1H-isoindole-1,3(2H)-dione",C19H15FN2O4,354.337,354.101585134,N/A,477.363,N/A,1.376,1.063,1.08643E-07,268.914,193.122,0,N/A,N/A,N/A,N/A,N/A,6.71429E-11,1.03514E-05,1.29459E-10,7.59518,3.3585,408.335,3.97977E-10,2.6019,11.6846,1306.23,2.54927,202.415,N/A,N/A,2.40069E-06,5.03755E-06
69377817,CASRN,DTXSID2034627,Fluroxypyr,DTXCID0014627,69377-81-7,MEFQWPUMEMWTJP-UHFFFAOYSA-N,"[(4-Amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetic acid",C7H5Cl2FN2O3,255.03,253.9661256,4.77529,345.959,8.97429E-05,1.654,0.505,8.99498E-05,214.024,190.058,0.117,0.00130017,N/A,145.37,0.000177419,43.9542,1.74985E-07,0.000933254,4.49575E-12,4.73499,3.54501,305.611,9.29943E-09,0.181554,8.13707,106.644,1.67697,231.95,N/A,N/A,2.84871E-11,0.00303039
81406-37-3,CASRN,DTXSID5034303,Fluroxypyr-meptyl,DTXCID3014303,81406-37-3,OLZQTUCTGLHFTQ-UHFFFAOYSA-N,"Octan-2-yl [(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetate",C15H21Cl2FN2O3,367.24,366.0913261,67.2977,444.854,2.11836E-06,1.315,0.707,1.95434E-06,192.776,68.3,-0.035,0.0028119,N/A,143.842,2.57632E-06,35.6451,1.59956E-07,1.84077E-06,9.21943E-12,12.9398,4.48451,349.994,3.57812E-09,0.245762,10.9271,2434.53,4.52918,59.1207,N/A,N/A,1.01138E-08,3.0365E-07
117337196,CASRN,DTXSID2032556,Fluthiacet-methyl,DTXCID80810407,117337-19-6,ZCNQYNHDVRPZIH-UHFFFAOYSA-N,"Methyl ({2-chloro-4-fluoro-5-[(3-oxotetrahydro-1H,3H-[1,3,4]thiadiazolo[3,4-a]pyridazin-1-ylidene)amino]phenyl}sulfanyl)acetate",C15H15ClFN3O3S2,403.87,403.0227396,15.0314,N/A,9.7051E-06,1.57,1.249,N/A,231.508,113.276,0.666,N/A,N/A,N/A,N/A,N/A,1.11173E-08,5.66239E-06,2.68736E-11,36.8911,7.46533,349.624,1.2416E-09,2.36133,12.0021,1085.85,3.76629,106.047,N/A,N/A,3.32009E-09,2.09841E-06
72178020,CASRN,DTXSID7024112,Fomesafen,DTXCID704112,72178-02-0,BGZZWXTVIYUUEY-UHFFFAOYSA-N,5-[2-Chloro-4-(trifluoromethyl)phenoxy]-N-(methanesulfonyl)-2-nitrobenzamide,C15H10ClF3N2O6S,438.76,437.9900194,19.1426,N/A,2.72898E-05,1.551,1.135,1.94984E-07,208.705,197.078,0.275,0.0035156,N/A,N/A,N/A,N/A,3.02691E-08,4.70977E-06,1.82613E-11,4.60261,4.45599,273.455,2.39467E-08,0.616124,10.6423,60.4892,2.90198,219.95,N/A,N/A,1.43008E-11,0.000113744
108731-70-0,CASRN,DTXSID1034921,Fomesafen-sodium,DTXCID9014921,108731-70-0,CRHGSCXKJPJNAB-UHFFFAOYSA-M,Sodium {5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoyl}(methanesulfonyl)azanide,C15H9ClF3N2NaO6S,460.74,459.9719637,14.2889,N/A,2.72898E-05,1.551,1.135,1.94984E-07,208.705,195.412,0.275,0.00269774,N/A,N/A,N/A,N/A,3.02691E-08,4.70977E-06,1.82613E-11,4.60261,4.45599,273.455,2.39467E-08,0.616124,10.6423,60.4892,2.12294,186.589,N/A,N/A,1.43008E-11,0.000113744
173159574,CASRN,DTXSID7034753,Foramsulfuron,DTXCID5014753,173159-57-4,PXDNXJSDGQBLKS-UHFFFAOYSA-N,"2-{[(4,6-Dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-4-formamido-N,N-dimethylbenzamide",C17H20N6O7S,452.44,452.111418182,0.378443,N/A,N/A,1.549,0.976,N/A,360.846,215.626,0.174,N/A,N/A,N/A,N/A,N/A,1.78649E-13,0.000610942,2.34609E-11,3.84639,5.67465,265.108,1.03188E-11,0.34074,9.47205,50.2145,0.74537,175.182,N/A,N/A,4.33528E-10,0.00720225
51276472,CASRN,DTXSID0043973,Glufosinate,DTXCID8023973,51276-47-2,IAJOBQBIJHVGMQ-UHFFFAOYSA-N,2-Amino-4-[hydroxy(methyl)phosphoryl]butanoic acid,C5H12NO4P,181.128,181.050394868,0.0215278,294.241,7.07946E-05,1.478,0.572,0.000937562,213.718,157.091,-0.058,0.0379315,N/A,N/A,N/A,N/A,1.77011E-07,2.1677,1.08562E-11,3.9441,3.55442,317.968,4.95906E-11,0.072497,8.31934,424.525,-0.816948,203.479,N/A,N/A,3.33235E-09,4.16606
1071836,CASRN,DTXSID1024122,Glyphosate,DTXCID004122,1071-83-6,XDDAORKBJWWYJS-UHFFFAOYSA-N,N-(Phosphonomethyl)glycine,C3H8NO5P,169.073,169.01400936,0.0122744,N/A,0.000794328,1.565,0.351,0.000233884,222.585,150.437,0.204,0.0225944,N/A,N/A,N/A,N/A,N/A,8.41395,8.11535E-12,4.08299,4.464,318.131,5.18451E-11,0.0794085,8.40362,2078.38,-3.39865,189.461,N/A,N/A,9.73706E-08,0.0655839
40465-66-5,CASRN,DTXSID301020539,"Glycine, N-(phosphonomethyl)-, ammonium salt (1:1)",DTXCID3014646,40465-66-5,PDYXIVPKOMYDOK-UHFFFAOYSA-N,Ammonium [(phosphonomethyl)amino]acetate,C3H11N2O5P,186.104,186.04055846,0.0122744,N/A,0.000719449,1.565,0.351,0.000190985,232.296,163.293,0.204,0.0196789,N/A,N/A,N/A,N/A,N/A,8.41395,8.11535E-12,4.08299,4.464,318.131,5.18451E-11,0.0794085,8.40362,2078.38,-2.64657,151.387,N/A,N/A,9.73706E-08,0.0655839
38641-94-0,CASRN,DTXSID0034649,Glyphosate isopropylamine,DTXCID8014649,38641-94-0,ZEKANFGSDXODPD-UHFFFAOYSA-N,N-(Phosphonomethyl)glycine--propan-2-amine (1/1),C6H17N2O5P,228.185,228.087508653,0.0122744,N/A,0.000719449,1.565,0.351,0.000190985,232.296,163.293,0.204,0.0196789,N/A,N/A,N/A,N/A,N/A,8.41395,8.11535E-12,4.08299,4.464,318.131,5.18451E-11,0.0794085,8.40362,2078.38,1.39253,151.044,N/A,N/A,9.73706E-08,0.0655839
114370-14-8,CASRN,DTXSID5034646,Glyphosate ammonium (1:?),N/A,114370-14-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129660-96-4,CASRN,DTXSID30634650,N-Acetyl-N-(phosphonomethyl)glycine,DTXCID40585402,129660-96-4,BFECXRMSKVFCNB-UHFFFAOYSA-N,N-Acetyl-N-(phosphonomethyl)glycine,C5H10NO6P,211.11,211.024574044,0.0164437,N/A,0.000567545,1.58,0.352,0.00020893,251.86,162.052,0.071,0.025293,N/A,N/A,N/A,N/A,N/A,2.74789,4.39929E-12,4.05181,4.45588,317.846,1.17975E-11,0.0831705,8.53065,128.513,-1.48187,196.531,N/A,N/A,1.42184E-08,0.449573
943832608,CASRN,DTXSID10241447,4-Amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)-2-pyridinecarboxylic acid,DTXCID10163938,943832-60-8,KKLBEFSLWYDQFI-UHFFFAOYSA-N,4-Amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)pyridine-2-carboxylic acid,C13H9Cl2FN2O3,331.12,329.9974257,32.5087,427.275,4.2462E-06,1.607,0.918,3.81944E-06,308.721,212.168,0.319,0.00608135,N/A,N/A,2.36048E-05,N/A,4.9204E-09,1.28529E-05,1.37248E-11,4.54898,4.35124,339.165,8.38816E-09,0.704988,9.28487,946.244,2.55976,195.847,N/A,N/A,2.27357E-10,0.000266777
